dept_rollup_name,fund_name,program_name,expense_category,budget,expenditures,source_lines,elapsed_pct,expected_spend_to_date,remaining_budget,utilization_pct,pace_variance,pace_gap_pct_points,linear_run_rate_proxy,projected_variance_proxy,pace_status
Austin Public Health,General Fund,Environmental Health Services,Grants & contributions,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Energy,Better Bldgs Loan Loss Reserve,Customer Energy Solutions,Other operating costs,0.0,13854.12,1,75.0,0.0,-13854.12,,13854.12,,18472.16,18472.16,Review: spend without budget
Economic Development,Cultural Arts Fund,Cultural Arts and Contracts,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Childcare Assistance Reserve Fund,Business Incentives and Expansion,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Resource Recovery,ARR-Austin Resource Recovery Cip,Solid Waste Support Facilites,"Supplies, technology & equipment",0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Health,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Development Fund,Strategic Planning,Contractual services,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Development Services,Austin Code Fund,Land Development Review,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Health,General Fund,Social Service Grants,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Health,Opioid Settlement Fund,Opioid Settlement Funds,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,General Fund Budget Stabilization Reserve Fund,Support Services,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,Historic Preservation Fund,Heritage Tourism,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Municipal Court,General Fund,Community Court,Grants & contributions,0.0,-37848.240000000005,6,75.0,0.0,37848.240000000005,,-37848.240000000005,,-50464.32000000001,-50464.32000000001,Review: non-positive budget
Parks & Recreation,General Fund Budget Stabilization Reserve Fund,Support Services,"Supplies, technology & equipment",0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Planning & Zoning,GCP-NPZ General,Planning,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Library,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Library,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Library,Friends of APL,Miscellaneous,"Supplies, technology & equipment",0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Public Library,Friends of APL,Miscellaneous,Other operating costs,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,PARD Donations Fund,Support Services,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,PARD Donations Fund,"Park Planning, Development, and Operations","Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,Historic Preservation Fund,Heritage Tourism,Contractual services,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Video Production Services,"Supplies, technology & equipment",0.0,0.0,9,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Video Production Services,Personnel & benefits,0.0,0.0,10,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Video Production Services,Other operating costs,0.0,0.0,27,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Video Production Services,Contractual services,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Planning & Zoning,Planning Technology Fund,Support Services,"Supplies, technology & equipment",0.0,0.0,4,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Development Fund,Cultural Arts and Contracts,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Web Services and Graphic Design,Personnel & benefits,0.0,0.0,11,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Economic Development,Economic Incentives Reserve Fund,Business Incentives and Expansion,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,General Fund Budget Stabilization Reserve Fund,Support Services,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Planning & Zoning,Planning Technology Fund,Support Services,Contractual services,0.0,3989.22,2,75.0,0.0,-3989.22,,3989.22,,5318.96,5318.96,Review: spend without budget
Planning & Zoning,General Fund Budget Stabilization Reserve Fund,Miscellaneous,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Planning & Zoning,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Planning & Zoning,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Planning & Zoning,General Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Web Services and Graphic Design,Other operating costs,0.0,0.0,24,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,Support Services Fund,Web Services and Graphic Design,Contractual services,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Technology Management,"Combined Transportation, Emergency & Communications Ctr Fund","Transfers, Debt Service, and Other Requirements",Transfers & debt service,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Neighborhood Housing & Community Development,Austin Housing Finance Corporation-Operating Fund,Support Services,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Neighborhood Housing & Community Development,Austin Housing Finance Corporation-Operating Fund,Housing,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Neighborhood Housing & Community Development,Austin Housing Finance Corporation-Operating Fund,Housing,Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Neighborhood Housing & Community Development,AHFC-Project Connect- Anti Displacement,Housing,Other operating costs,0.0,0.0,6,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Water,Austin Water Wastewater Utility Operating Fund,Engineering and Technical Services,Transfers & debt service,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Municipal Court,General Fund,Youth Case Management,Contractual services,0.0,6400.0,1,75.0,0.0,-6400.0,,6400.0,,8533.333333333334,8533.333333333334,Review: spend without budget
Financial Services,Support Services Fund,Financial Systems Information Technology,Transfers & debt service,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,PARD Donations Fund,"Park Planning, Development, and Operations",Other operating costs,0.0,2950.0,1,75.0,0.0,-2950.0,,2950.0,,3933.3333333333335,3933.3333333333335,Review: spend without budget
Financial Services,Support Services Fund,Budget and Performance,Personnel & benefits,0.0,0.0,10,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Financial Services,Support Services Fund,Budget and Performance,Other operating costs,0.0,824.14,29,75.0,0.0,-824.14,,824.14,,1098.8533333333332,1098.8533333333332,Review: spend without budget
Parks & Recreation,General Fund,Miscellaneous,Personnel & benefits,0.0,20168.0,1,75.0,0.0,-20168.0,,20168.0,,26890.666666666668,26890.666666666668,Review: spend without budget
Parks & Recreation,General Fund,Miscellaneous,Other operating costs,0.0,-20168.0,3,75.0,0.0,20168.0,,-20168.0,,-26890.666666666668,-26890.666666666668,Review: non-positive budget
Communications & Technology Management,Information and Technology Fund,Enterprise Operations & Technology,Transfers & debt service,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,GGCIP - Parks and Recreation,Emma Long Docks - Insurance Proceeds,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Enterprise Debt Service,Utility Debt Service Fund-Subordinate Lien,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Financial Services,General Fund Budget Stabilization Reserve Fund,Miscellaneous,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Financial Services,Support Services Fund,Budget and Performance,"Supplies, technology & equipment",0.0,0.0,6,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,PARD Donations Fund,Community Services,"Supplies, technology & equipment",0.0,641.68,6,75.0,0.0,-641.68,,641.68,,855.5733333333333,855.5733333333333,Review: spend without budget
Communications & Technology Management,Information and Technology Fund,Critical Infrastructure & Public Safety,Personnel & benefits,0.0,0.0,5,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Technology Management,Information and Technology Fund,CTECC and Public Safety IT Support,Personnel & benefits,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,Historic Preservation Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,0.0,0.0,4,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Parks & Recreation,Historic Preservation Fund,Heritage Tourism,Other operating costs,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Financial Services,Support Services Fund,Police Financial Services,Personnel & benefits,0.0,-4022.98,4,75.0,0.0,4022.98,,-4022.98,,-5363.973333333333,-5363.973333333333,Review: non-positive budget
Municipal Court,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Neighborhood Housing & Community Development,Austin Housing Finance Corporation-Operating Fund,Support Services,Personnel & benefits,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Neighborhood Housing & Community Development,General Fund,Housing,Grants & contributions,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Management Services,Support Services Fund,"Learning, Engagement, and Development",Other operating costs,0.0,0.0,22,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Management Services,Support Services Fund,"Learning, Engagement, and Development",Contractual services,0.0,0.0,4,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Office of the City Clerk,Support Services Fund,Elections,"Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Office of the City Clerk,Support Services Fund,Elections,Other operating costs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Communications & Public Information,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Building Services,Support Services Fund,"Transfers, Debt Service, and Other Requirements","Supplies, technology & equipment",0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Building Services,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Municipal Court,General Fund Budget Stabilization Reserve Fund,Miscellaneous,Contractual services,0.0,0.0,2,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Austin Water,Austin Water Reclaimed Water Utility Operating Fund,Reclaimed Water Services,Other operating costs,-5509.0,-1539.5100000000011,42,75.0,-4131.75,-3969.489999999999,27.94536213468871,2592.239999999999,-47.05463786531129,-2052.6800000000017,3456.3199999999983,Review: non-positive budget
Homeless Strategy Office,General Fund,"Transfers, Debt Service, and Other Requirements",Grants & contributions,-6457.0,0.0,1,75.0,-4842.75,-6457.0,-0.0,4842.75,-75.0,0.0,6457.0,Review: non-positive budget
Austin Public Health,General Fund,Epidemiology and Public Health Preparedness,Grants & contributions,-19603.0,43934.0,6,75.0,-14702.25,-63537.0,-224.11875733306127,58636.25,-299.11875733306124,58578.666666666664,78181.66666666666,Review: non-positive budget
Management Services,Support Services Fund,Emergency Management,Grants & contributions,-29270.0,-30913.17,2,75.0,-21952.5,1643.1699999999983,105.61383669285958,-8960.669999999998,30.61383669285958,-41217.56,-11947.559999999998,Review: non-positive budget
Police,General Fund,"Transfers, Debt Service, and Other Requirements",Grants & contributions,-48557.0,0.0,1,75.0,-36417.75,-48557.0,-0.0,36417.75,-75.0,0.0,48557.0,Review: non-positive budget
Management Services,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Grants & contributions,-49556.0,-11435.94,1,75.0,-37167.0,-38120.06,23.076802001775768,25731.059999999998,-51.92319799822423,-15247.92,34308.08,Review: non-positive budget
"Office of Arts, Culture, Music and Entertainment",Economic Development Fund,Support Services,Other operating costs,-49870.0,18765.56,16,75.0,-37402.5,-68635.56,-37.628955283737724,56168.06,-112.62895528373772,25020.74666666667,74890.74666666667,Review: non-positive budget
Management Services,Support Services Fund,Support Services,Personnel & benefits,-56271.0,363841.22,17,75.0,-42203.25,-420112.22,-646.5874429102024,406044.47,-721.5874429102024,485121.62666666665,541392.6266666667,Review: non-positive budget
Municipal Court,General Fund,"Transfers, Debt Service, and Other Requirements",Grants & contributions,-57785.0,0.0,1,75.0,-43338.75,-57785.0,-0.0,43338.75,-75.0,0.0,57785.0,Review: non-positive budget
"Office of Arts, Culture, Music and Entertainment",General Fund,Cultural Arts,Other operating costs,-314710.0,-130662.43000000002,18,75.0,-236032.5,-184047.56999999998,41.51835975977885,105370.06999999998,-33.48164024022115,-174216.57333333336,140493.42666666664,Review: non-positive budget
Austin Public Health,General Fund,Social Service Grants,Other operating costs,-460000.0,-460000.0,3,75.0,-345000.0,0.0,100.0,-115000.0,25.0,-613333.3333333334,-153333.33333333337,Review: non-positive budget
Economic Development,General Fund,Social Services Grants- EDD,Other operating costs,-498822.0,-448878.1,2,75.0,-374116.5,-49943.90000000002,89.98763085830215,-74761.59999999998,14.987630858302154,-598504.1333333333,-99682.1333333333,Review: non-positive budget
"Office of Arts, Culture, Music and Entertainment",General Fund,Cultural Education and Heritage Preservation,Other operating costs,-514273.0,-612355.2100000001,382,75.0,-385704.75,98082.21000000008,119.07201233586053,-226650.46000000008,44.072012335860535,-816473.6133333334,-302200.6133333334,Review: non-positive budget
"Office of Arts, Culture, Music and Entertainment",Economic Development Fund,Cultural Arts,Other operating costs,-521605.0,-551264.62,46,75.0,-391203.75,29659.619999999995,105.68622233299143,-160060.87,30.686222332991434,-735019.4933333333,-213414.4933333333,Review: non-positive budget
Homeless Strategy Office,General Fund,Social Service Grants - HSO,Other operating costs,-787494.0,0.0,1,75.0,-590620.5,-787494.0,-0.0,590620.5,-75.0,0.0,787494.0,Review: non-positive budget
Communications & Technology Management,Information and Technology Fund,Customer Delivery,Other operating costs,-1023607.0,242370.69,131,75.0,-767705.25,-1265977.69,-23.678100091148263,1010075.94,-98.67810009114827,323160.92,1346767.92,Review: non-positive budget
